message,label
Your OTP is 308438. Please do not share it with anyone.,safe
Your payment failed. Enter OTP 711878 at http://wilson.com/verify to retry.,spoofed
Your payment failed. Enter OTP 696580 at http://martinez-castro.com/verify to retry.,spoofed
Claim your reward by entering OTP 948530. Visit http://thompson.biz/verify now.,spoofed
Urgent! Your account will be blocked. Click http://lane.com/verify to verify OTP 148651.,spoofed
Use 245535 as your login OTP for Amazon.,safe
Your OTP is 747141. Please do not share it with anyone.,safe
Security alert! Login attempt detected. Validate with OTP 449867 at http://blair.com/verify.,spoofed
863870 is your Paytm OTP. Do not share this code.,safe
Security alert! Login attempt detected. Validate with OTP 738396 at http://bowman-smith.com/verify.,spoofed
Urgent! Your account will be blocked. Click http://howard.com/verify to verify OTP 704061.,spoofed
Enter 651689 to complete your transaction on Google.,safe
Your OTP is 441029. Please do not share it with anyone.,safe
Enter 305835 to complete your transaction on Walmart.,safe
Use 108024 as your login OTP for Paytm.,safe
Your payment failed. Enter OTP 594712 at http://henderson-wilcox.com/verify to retry.,spoofed
753635 is your Flipkart OTP. Do not share this code.,safe
Your payment failed. Enter OTP 653899 at http://powell-berry.com/verify to retry.,spoofed
838007 is your Flipkart OTP. Do not share this code.,safe
768526 is your Paytm OTP. Do not share this code.,safe
Urgent! Your account will be blocked. Click http://anderson.com/verify to verify OTP 785318.,spoofed
Your payment failed. Enter OTP 444626 at http://underwood.info/verify to retry.,spoofed
Your payment failed. Enter OTP 663296 at http://lambert.com/verify to retry.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 774405 at http://davis.com/verify.",spoofed
Use 554804 as your login OTP for Walmart.,safe
Claim your reward by entering OTP 315136. Visit http://moore.com/verify now.,spoofed
Use 492399 as your login OTP for Amazon.,safe
Urgent! Your account will be blocked. Click http://grant.net/verify to verify OTP 153584.,spoofed
Hi! Your verification code is 183392. Valid for 10 mins.,safe
Claim your reward by entering OTP 328671. Visit http://hoffman.com/verify now.,spoofed
Hi! Your verification code is 575517. Valid for 10 mins.,safe
Hi! Your verification code is 200996. Valid for 10 mins.,safe
Security alert! Login attempt detected. Validate with OTP 166828 at http://ruiz.com/verify.,spoofed
Enter 117273 to complete your transaction on Paytm.,safe
Urgent! Your account will be blocked. Click http://chapman-foster.com/verify to verify OTP 887224.,spoofed
Urgent! Your account will be blocked. Click http://horton.com/verify to verify OTP 467978.,spoofed
Hi! Your verification code is 818999. Valid for 10 mins.,safe
Enter 845996 to complete your transaction on Walmart.,safe
156041 is your Google OTP. Do not share this code.,safe
Use 745378 as your login OTP for Walmart.,safe
Urgent! Your account will be blocked. Click http://tucker.com/verify to verify OTP 798421.,spoofed
Claim your reward by entering OTP 901070. Visit http://hanson-gonzalez.org/verify now.,spoofed
Your payment failed. Enter OTP 665282 at http://webster.com/verify to retry.,spoofed
Urgent! Your account will be blocked. Click http://huber-king.net/verify to verify OTP 373723.,spoofed
Enter 896604 to complete your transaction on Walmart.,safe
"Dear user, suspicious activity detected. Confirm OTP 286746 at http://yu.com/verify.",spoofed
Your OTP is 669811. Please do not share it with anyone.,safe
Enter 250776 to complete your transaction on Paytm.,safe
Your OTP is 644136. Please do not share it with anyone.,safe
Security alert! Login attempt detected. Validate with OTP 975429 at http://reed.org/verify.,spoofed
Claim your reward by entering OTP 968402. Visit http://holden.info/verify now.,spoofed
Enter 491845 to complete your transaction on Google.,safe
Hi! Your verification code is 435570. Valid for 10 mins.,safe
Your payment failed. Enter OTP 198651 at http://figueroa-taylor.org/verify to retry.,spoofed
Claim your reward by entering OTP 766785. Visit http://hill-phillips.info/verify now.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 318655 at http://hernandez-martinez.com/verify.",spoofed
Urgent! Your account will be blocked. Click http://khan.com/verify to verify OTP 449258.,spoofed
Enter 129289 to complete your transaction on Walmart.,safe
Security alert! Login attempt detected. Validate with OTP 827935 at http://crosby-davis.info/verify.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 893257 at http://walter.org/verify.",spoofed
Use 703647 as your login OTP for Amazon.,safe
"Dear user, suspicious activity detected. Confirm OTP 730601 at http://gibson.biz/verify.",spoofed
Urgent! Your account will be blocked. Click http://hill-mitchell.biz/verify to verify OTP 574118.,spoofed
Urgent! Your account will be blocked. Click http://benjamin.net/verify to verify OTP 101759.,spoofed
Urgent! Your account will be blocked. Click http://hamilton.biz/verify to verify OTP 255100.,spoofed
556786 is your Google OTP. Do not share this code.,safe
Urgent! Your account will be blocked. Click http://brown-davis.net/verify to verify OTP 969176.,spoofed
Use 376392 as your login OTP for Walmart.,safe
426328 is your Walmart OTP. Do not share this code.,safe
Security alert! Login attempt detected. Validate with OTP 934144 at http://mccullough.com/verify.,spoofed
Urgent! Your account will be blocked. Click http://armstrong-murphy.net/verify to verify OTP 467178.,spoofed
Hi! Your verification code is 905841. Valid for 10 mins.,safe
290538 is your Walmart OTP. Do not share this code.,safe
Security alert! Login attempt detected. Validate with OTP 250381 at http://anderson.net/verify.,spoofed
655774 is your Paytm OTP. Do not share this code.,safe
431587 is your Flipkart OTP. Do not share this code.,safe
Your payment failed. Enter OTP 923921 at http://stewart-foster.org/verify to retry.,spoofed
Your payment failed. Enter OTP 197134 at http://walsh.com/verify to retry.,spoofed
Enter 394242 to complete your transaction on Amazon.,safe
Enter 136043 to complete your transaction on Amazon.,safe
Security alert! Login attempt detected. Validate with OTP 666106 at http://watts.com/verify.,spoofed
Claim your reward by entering OTP 253109. Visit http://winters-simon.com/verify now.,spoofed
Claim your reward by entering OTP 188293. Visit http://reynolds.info/verify now.,spoofed
Use 270663 as your login OTP for Walmart.,safe
Security alert! Login attempt detected. Validate with OTP 508590 at http://bennett.com/verify.,spoofed
Security alert! Login attempt detected. Validate with OTP 438124 at http://hall.net/verify.,spoofed
Claim your reward by entering OTP 948351. Visit http://galloway-aguirre.biz/verify now.,spoofed
"Dear user, suspicious activity detected. Confirm OTP 515518 at http://white.biz/verify.",spoofed
Claim your reward by entering OTP 879541. Visit http://farmer-chambers.org/verify now.,spoofed
Enter 271235 to complete your transaction on Google.,safe
Your payment failed. Enter OTP 548984 at http://davis.com/verify to retry.,spoofed
Enter 778365 to complete your transaction on Amazon.,safe
Your OTP is 343249. Please do not share it with anyone.,safe
Hi! Your verification code is 489518. Valid for 10 mins.,safe
Claim your reward by entering OTP 892274. Visit http://brown.com/verify now.,spoofed
Claim your reward by entering OTP 148273. Visit http://reilly-lin.com/verify now.,spoofed
Use 939342 as your login OTP for Flipkart.,safe
Urgent! Your account will be blocked. Click http://cooper.biz/verify to verify OTP 201493.,spoofed
Use 663988 as your login OTP for Google.,safe
961699 is your Flipkart OTP. Do not share this code.,safe
Use 388212 as your login OTP for Paytm.,safe
Use 371453 as your login OTP for Flipkart.,safe
482021 is your Google OTP. Do not share this code.,safe
"Dear user, suspicious activity detected. Confirm OTP 895084 at http://hutchinson.org/verify.",spoofed
Use 913787 as your login OTP for Amazon.,safe
Enter 270788 to complete your transaction on Google.,safe
"Dear user, suspicious activity detected. Confirm OTP 939171 at http://morton.com/verify.",spoofed
Use 776255 as your login OTP for Google.,safe
Security alert! Login attempt detected. Validate with OTP 319473 at http://gibson.org/verify.,spoofed
Your OTP is 285048. Please do not share it with anyone.,safe
455718 is your Amazon OTP. Do not share this code.,safe
Claim your reward by entering OTP 547862. Visit http://lucas-allison.net/verify now.,spoofed
Claim your reward by entering OTP 394092. Visit http://montgomery.com/verify now.,spoofed
Hi! Your verification code is 260912. Valid for 10 mins.,safe
291324 is your Google OTP. Do not share this code.,safe
Enter 516085 to complete your transaction on Paytm.,safe
Claim your reward by entering OTP 382161. Visit http://porter.com/verify now.,spoofed
Your OTP is 795129. Please do not share it with anyone.,safe
Urgent! Your account will be blocked. Click http://richmond.net/verify to verify OTP 804087.,spoofed
Claim your reward by entering OTP 426252. Visit http://chavez-walker.com/verify now.,spoofed
Urgent! Your account will be blocked. Click http://grant.com/verify to verify OTP 159620.,spoofed
Security alert! Login attempt detected. Validate with OTP 592567 at http://mooney.info/verify.,spoofed
Claim your reward by entering OTP 401796. Visit http://hunter.biz/verify now.,spoofed
Urgent! Your account will be blocked. Click http://stevens-alvarado.info/verify to verify OTP 872040.,spoofed
927426 is your Amazon OTP. Do not share this code.,safe
Use 564560 as your login OTP for Google.,safe
"Dear user, suspicious activity detected. Confirm OTP 824662 at http://martin.com/verify.",spoofed
Use 363140 as your login OTP for Google.,safe
Claim your reward by entering OTP 242397. Visit http://scott-wade.com/verify now.,spoofed
Security alert! Login attempt detected. Validate with OTP 460986 at http://welch.com/verify.,spoofed
Urgent! Your account will be blocked. Click http://wilson.com/verify to verify OTP 299570.,spoofed
Urgent! Your account will be blocked. Click http://greer.com/verify to verify OTP 768390.,spoofed
Claim your reward by entering OTP 860878. Visit http://white.com/verify now.,spoofed
Claim your reward by entering OTP 330895. Visit http://avery.com/verify now.,spoofed
Urgent! Your account will be blocked. Click http://hernandez-odom.org/verify to verify OTP 558391.,spoofed
Your payment failed. Enter OTP 957098 at http://thomas-johnson.org/verify to retry.,spoofed
Use 678301 as your login OTP for Amazon.,safe
Use 282894 as your login OTP for Flipkart.,safe
Your OTP is 974092. Please do not share it with anyone.,safe
Security alert! Login attempt detected. Validate with OTP 603371 at http://hernandez-king.info/verify.,spoofed
Use 449044 as your login OTP for Paytm.,safe
Enter 525283 to complete your transaction on Paytm.,safe
Urgent! Your account will be blocked. Click http://peterson.com/verify to verify OTP 995144.,spoofed
Claim your reward by entering OTP 212425. Visit http://scott-martinez.biz/verify now.,spoofed
Use 484712 as your login OTP for Google.,safe
927255 is your Google OTP. Do not share this code.,safe
Security alert! Login attempt detected. Validate with OTP 289570 at http://kaiser.net/verify.,spoofed
Security alert! Login attempt detected. Validate with OTP 236496 at http://gonzalez.info/verify.,spoofed
Claim your reward by entering OTP 244060. Visit http://cole-price.com/verify now.,spoofed
Use 373740 as your login OTP for Flipkart.,safe
Hi! Your verification code is 214706. Valid for 10 mins.,safe
Urgent! Your account will be blocked. Click http://fisher.com/verify to verify OTP 803282.,spoofed
